place,year,lga,state,fpi_score,annual_rainfall_mm,population_exposed_thousands
Agbor,2020,Ika South,Delta,9.091584206,1325,29
Ageri,2020,Odeda,Ogun,6.122949123,1551,27
Aggi,2020,Ekeremor,Bayelsa,6.668388367,572,21
Agholopke,2020,Okpe,Delta,7.903511524,1737,58
Ago Amadu,2020,Saki East,Oyo,3.533349752,1537,75
Ago-Owu,2020,Ayedaade,Osun,7.014868259,624,71
Agunrege,2020,Atigbo,Oyo,4.212082386,566,76
Aiyetoro,2020,Egbado North,Ogun,5.958229065,1783,6
Ajapa,2020,Ese Odo,Ondo,6.975009441,1221,44
AJASSE IPO,2020,Irepodun,Kwara,5.784334183,198,16
Ajebo,2020,Obafemi Owode,Ogun,7.254228592,527,42
Akerre,2020,Wushishi,Niger,4.654276848,1330,13
Akowe,2020,Afijio,Oyo,5.421692371,1635,15
Akungba,2020,Akoko South-West,Ondo,7.830115318,1745,62
Akure,2020,Akure South,Ondo,7.076568127,1097,89
Akwana,2020,Logo,Benue,6.655092239,1945,12
Akwanga,2020,Akwanga,Nasarawa,6.781385422,726,41
Alagarno,2020,Fune,Yobe,1.870497465,606,6
Alakuka,2020,Ijebu East,Ogun,7.264370441,196,18
Alawa,2020,Shiroro,Niger,5.023365974,1733,77
Alkalere,2020,Alkaleri,Bauchi,3.86447835,562,81
Alla Soka,2020,Imeko Afon,Ogun,5.005563736,1266,76
Amaku,2020,Nasarawa,Nasarawa,7.715548992,1366,91
Amper,2020,Kanke,Plateau,4.817807674,958,99
Andaha,2020,Akwanga,Nasarawa,6.304955959,981,89
Anderai,2020,Maiyama,Kebbi,2.866495848,825,7
Anka,2020,Anka,Zamfara,4.135752678,1564,37
Ankpa,2020,Ankpa,Kogi,9.24329567,1331,82
Apawa,2020,Yorro,Taraba,3.705724001,1951,53
Apoi,2020,Southern Ijaw,Bayelsa,5.59442091,735,80
Araromi,2020,Moro,Kwara,4.05546236,334,75
Arege,2020,Abadam,Borno,1.120722771,1928,96
Argungu,2020,Argungu,Kebbi,2.918026924,1264,92
ASABA,2020,Oshimili South,Delta,8.990945816,819,21
Askira,2020,Askira/Uba,Borno,0.859863758,1034,84
Atijere,2020,Ilaje,Ondo,7.433477402,1946,33
Atsuku,2020,Kurmi,Taraba,5.307076454,1239,74
Atuma,2020,Giwa,Kaduna,4.549837112,491,93
Auchi,2020,Etsako West,Edo,8.882342339,213,80
Augi,2020,Augie,Kebbi,2.508716822,754,86
Auna,2020,Magama,Niger,3.352675438,1161,26
Auno,2020,Konduga,Borno,1.176798582,1801,57
Awe,2020,Awe,Nasarawa,6.631788731,100,43
Awgu,2020,Awgu,Enugu,8.878831863,1701,26
Awja Awdaw,2020,Egbado North,Ogun,5.976157665,704,59
Awka,2020,Awka South,Anambra,9.105987549,227,35
Ayale,2020,Dekina,Kogi,8.730090141,1689,77
Ayangba,2020,Dekina,Kogi,9.020312309,1329,48
Ayere,2020,Ijumu,Kogi,7.726830006,727,9
Azare,2020,Katagum,Bauchi,3.172572136,875,91
Babampa,2020,Tsafe,Zamfara,4.416755199,497,79
Babana,2020,Borgu,Niger,2.237789869,1101,88
Babura,2020,Babura,Jigawa,3.50704217,1567,98
BADAGRI,2020,Badagry,Lagos,6.20268631,424,77
Badir,2020,Chibok,Borno,0.909036934,1976,6
Badu,2020,Guzamala,Borno,1.19209969,755,36
Baga,2020,Kukawa,Borno,0.685153723,1961,6
Bagega,2020,Anka,Zamfara,3.777758598,326,34
Bagizza,2020,Arewa,Kebbi,2.312962294,282,29
Bajida,2020,Fakai,Kebbi,3.420987368,294,9
Bakara,2020,Nasarawa,Nasarawa,7.324215889,118,8
Bakoreji,2020,Alkaleri,Bauchi,3.551584959,263,100
Bakori,2020,Bakori,Katsina,4.692026138,171,84
Bakundi,2020,Bali,Taraba,4.848062038,755,44
BAMA,2020,Bama,Borno,0.969398856,781,74
Bamgi,2020,Gudu,Sokoto,2.702465296,329,87
Bandegi,2020,Gbako,Niger,4.805356026,607,5
Bani,2020,Bagudo,Kebbi,2.509155273,1435,59
Bansara,2020,Ogoja,Cross River,8.039878845,469,6
Bara,2020,Kirfi,Bauchi,2.848500967,714,84
Barakin Ladi,2020,Barkin Ladi,Plateau,5.210379124,470,29
Barasa,2020,Fufure,Adamawa,2.436011791,1245,6
Baro,2020,Agaie,Niger,6.765976906,1646,9
Bashar,2020,Wase,Plateau,4.105989456,906,34
BAUCHI,2020,Bauchi,Bauchi,4.112765789,806,75
Baure,2020,Baure,Katsina,3.615236282,1742,100
Bear Town,2020,Warri North,Delta,7.450614929,1857,37
Bebeji,2020,Bebeji,Kano,4.804709435,695,83
Bele,2020,Bagudo,Kebbi,2.965828896,1973,29
Beli,2020,Bali,Taraba,4.762629509,1820,57
Bena,2020,Wasagu/Danko,Kebbi,3.59508872,1953,77
Beni,2020,Kirfi,Bauchi,3.361989737,1363,13
Beni,2020,Muya,Niger,5.587623596,1025,43
BENIN CITY,2020,Oredo,Edo,8.583127975,476,20
Besse,2020,Koko/Besse,Kebbi,2.875852108,530,83
Bichi,2020,Bichi,Kano,4.519007683,1235,56
Bida,2020,Monguno,Borno,0.786318779,243,52
BIDA,2020,Bida,Niger,5.72822237,775,34
Bilachi,2020,Fufure,Adamawa,1.255611539,1874,58
BIN YAURI,2020,Ngaski,Kebbi,3.180609226,199,100
Bingi,2020,Bungudu,Zamfara,3.595044374,1937,25
Birnin Bako,2020,Sumaila,Kano,4.370630264,1962,89
Birnin Gwari,2020,Birnin Gwari,Kaduna,4.845504284,1720,31
Birnin Kebbi,2020,Birnin Kebbi,Kebbi,2.849741936,1770,79
Birnin Kudu,2020,Birnin Kudu,Jigawa,3.990510702,1406,28
Birnin Tudu,2020,Gummi,Zamfara,3.417737246,707,99
Birniwa,2020,Biriniwa,Jigawa,3.175671339,1729,66
Birri,2020,Nafada,Gombe,2.411526918,362,27
Bissaula,2020,Kurmi,Taraba,5.82083559,1844,89
BIU,2020,Biu,Borno,1.537536025,349,18
Biusare,2020,Gulani,Yobe,1.891914248,407,92
Bobi,2020,Mariga,Niger,4.285593033,1981,58
Boju Ega,2020,Otukpo,Benue,8.474579811,1791,50
Bokanj,2020,Mokwa,Niger,4.142338276,1601,13
Bokkos,2020,Bokkos,Plateau,5.465744495,752,29
Bopo,2020,Apa,Benue,8.807219505,530,49
Bornu Kiji,2020,Fune,Yobe,2.464655638,718,51
Budo-Ago,2020,Itesiwaju,Oyo,4.675358772,1633,25
Buga,2020,Toto,Nasarawa,7.511995792,1284,93
Bui,2020,Arewa,Kebbi,2.861997604,1125,97
BUKURU,2020,Jos South,Plateau,5.002976894,428,77
Bulabulin,2020,Guzamala,Borno,1.209808826,1397,90
Bulangu,2020,Kafin Hausa,Jigawa,3.111834526,1461,37
Bulkachuwa,2020,Katagum,Bauchi,3.214676619,172,24
Bulofa,2020,Agaie,Niger,6.209995747,127,75
Buluk Buluk,2020,Yunusari,Yobe,1.54560256,720,47
Buma,2020,Hawul,Borno,1.742488861,139,22
Bundi,2020,Gubio,Borno,0.908385515,1038,93
Bungudu,2020,Bungudu,Zamfara,3.534825325,1321,99
Buni,2020,Gujba,Yobe,1.566522837,1098,47
Bunkari,2020,Binji,Sokoto,2.677049637,483,92
Buratai,2020,Biu,Borno,1.929193854,105,11
Burji,2020,Doguwa,Kano,4.519957542,1632,10
Buruku,2020,Chikun,Kaduna,5.046799183,1026,33
Burumburum,2020,Tudun Wada,Kano,4.13967514,981,11
BURUTU,2020,Burutu,Delta,7.246343136,1212,70
Buya,2020,Bagudo,Kebbi,2.994091749,1597,78
CALABAR,2020,Calabar South,Cross River,5.847177029,1423,74
Charati,2020,Lavun,Niger,4.430287838,230,10
Cheranchi,2020,Charanchi,Katsina,4.346100807,1227,87
Chibok,2020,Chibok,Borno,1.18015933,1344,26
Chinade,2020,Katagum,Bauchi,3.242934704,1187,16
Chinka,2020,Ibi,Taraba,6.606960773,1449,31
Chirawa,2020,Geidam,Yobe,1.167301416,114,80
Dababe,2020,Toro,Bauchi,4.891228676,208,69
Dabalam,2020,Tarmuwa,Yobe,2.178592682,1621,49
Dadiya,2020,Balanga,Gombe,2.804492474,1480,37
Dagere,2020,Birnin Kebbi,Kebbi,2.712746859,1918,88
Dakingari,2020,Suru,Kebbi,2.172494173,985,97
Dalijam,2020,Rabah,Sokoto,2.949138641,841,46
Dalla Jorau,2020,Potiskum,Yobe,2.44749856,1255,19
Dalwa West,2020,Konduga,Borno,1.66519177,509,56
Damaga,2020,Maradun,Zamfara,3.691055536,1293,35
DAMATURU,2020,Damaturu,Yobe,1.552761555,1641,83
Dambam,2020,Damban,Bauchi,2.751463175,220,24
Dambarta,2020,Dambatta,Kano,4.275267124,1408,91
Damboa,2020,Damboa,Borno,1.520400643,1500,61
Damola,2020,Ijebu North,Ogun,6.852543831,114,75
Damshin,2020,Shendam,Plateau,5.649181843,1067,14
Dan Dume,2020,Dandume,Katsina,4.980550766,1648,27
Dan Gulbi,2020,Maru,Zamfara,3.576016903,900,88
Dangara,2020,Kwali,Federal Capital Territory,7.349880695,1995,43
Dange,2020,Dange Shuni,Sokoto,3.184930325,929,94
Danja,2020,Danja,Katsina,4.488992691,704,18
Dapchi,2020,Bursari,Yobe,1.623951912,1922,64
Daraga,2020,Maru,Zamfara,4.177788734,918,69
Darana,2020,Bagudo,Kebbi,2.51487112,363,65
Darma Galadima,2020,Illela,Sokoto,2.835967541,1264,24
Daudawa,2020,Faskari,Katsina,4.794843674,1271,76
Daura,2020,Daura,Katsina,3.999374866,624,84
DAURA,2020,Fune,Yobe,2.146472216,216,42
Deba Habe,2020,Yamaltu/Deba,Gombe,2.143677473,1317,13
Degema,2020,Akuku-Toru,Rivers,6.11648035,1133,30
Dekala Gwejim,2020,Borgu,Niger,2.694916964,1954,80
Digimsa,2020,Biriniwa,Jigawa,3.448319197,410,44
Dikwa,2020,Dikwa,Borno,1.26238513,599,50
Dilla,2020,Shomgom,Gombe,2.593700647,371,5
Dipchari,2020,Bama,Borno,0.608940601,370,44
Dirindaji,2020,Sakaba,Kebbi,3.950039625,1468,34
Doili,2020,Gubio,Borno,1.99017489,838,28
Dokan Tofa,2020,Shendam,Plateau,5.352305889,971,16
Doma,2020,Doma,Nasarawa,7.112584591,827,68
Dong,2020,Demsa,Adamawa,2.892384768,1292,79
Donga,2020,Donga,Taraba,6.358062267,1272,54
Doufoumbara,2020,Zurmi,Zamfara,3.712915421,1922,79
Doumbourou,2020,Zurmi,Zamfara,4.016598225,1832,60
Duchin Magaji,2020,Mashegu,Niger,3.664141178,1874,43
Dudu,2020,Mobbar,Borno,1.268834949,669,62
Dukku,2020,Dukku,Gombe,2.950637341,1270,84
Duku,2020,Rijau,Niger,3.058867216,1013,62
Dull,2020,Tafawa Balewa,Bauchi,4.080564022,975,72
Dumaji,2020,Edu,Kwara,4.849610329,775,12
Dumburum,2020,Tarmuwa,Yobe,1.744840622,487,89
Dunari,2020,Malam Madori,Jigawa,3.092788935,1398,39
Duni,2020,Atakumosa East,Osun,6.829189301,1159,96
Dure Karguma,2020,Gwoza,Borno,0.881278694,841,26
Duru,2020,Dutse,Jigawa,4.620549679,150,79
Dutsi,2020,Dutsi,Katsina,4.127967834,1076,71
Dutsin Ma,2020,Dutsin Ma,Katsina,4.341986179,1040,89
Eban,2020,Mashegu,Niger,3.621695518,1893,9
EBUTE METTA,2020,Lagos Mainland,Lagos,7.07542944,1479,48
EDDE,2020,Ede North,Osun,6.146199226,1689,9
Effon-Alaiye,2020,Oriade,Osun,6.317721844,296,51
Egbe,2020,Yagba West,Kogi,5.699512005,715,80
EHA-AMUFU,2020,Isi Uzo,Enugu,8.963161469,1412,84
Ehor,2020,Uhunmwonde,Edo,8.999721527,1249,79
Ejigbo,2020,Ejigbo,Osun,5.668536186,1801,42
ENUGU,2020,Enugu North,Enugu,9.290607452,510,74
ENUGU-EZIKE,2020,Igbo Eze North,Enugu,9.261310577,1782,9
Epe,2020,Epe,Lagos,6.931745529,519,62
Eruwa,2020,Ibarapa East,Oyo,5.661672115,142,91
Esabang,2020,Obubra,Cross River,7.101902008,399,70
Fagan Kawo,2020,Sule Tankarkar,Jigawa,3.670148611,241,20
Falali,2020,Sumaila,Kano,4.556049824,626,71
Faskari,2020,Faskari,Katsina,4.296754837,140,94
Fellagi,2020,Mashegu,Niger,3.290915966,1371,99
Fika,2020,Fika,Yobe,2.383008718,481,76
Fokku,2020,Kebbe,Sokoto,2.917588711,1191,71
Foniweitoro,2020,Southern Ijaw,Bayelsa,5.022096157,609,27
Forcados,2020,Burutu,Delta,7.207334518,707,60
Frukama,2020,Bomadi,Delta,7.274371147,888,16
Fuka,2020,Muya,Niger,5.616257668,1359,88
FUNTUA,2020,Funtua,Katsina,4.166465759,854,92
Fuskam Mata,2020,Bassa,Plateau,4.400795937,997,47
Gabarin,2020,Darazo,Bauchi,3.134944677,1404,94
Gada,2020,Gada,Sokoto,2.413755894,492,50
Gadam,2020,Kwami,Gombe,2.534292221,1811,26
Gadau,2020,Itas/Gadau,Bauchi,3.385979414,1219,26
Gadna,2020,Shiroro,Niger,4.779706955,1422,21
Gafiya,2020,Kaita,Katsina,3.29049468,312,62
Gajale,2020,Bebeji,Kano,4.995665073,430,72
Gajiram,2020,Nganzai,Borno,1.185425043,499,43
Galadi,2020,Maigatari,Jigawa,3.186027288,648,75
Galadi,2020,Shinkafi,Zamfara,3.019837856,1715,46
Gamawa,2020,Gamawa,Bauchi,2.955929756,1139,74
Gamu,2020,Ganye,Adamawa,4.073005676,734,35
Gana,2020,Mokwa,Niger,4.578177452,1807,97
Ganegi,2020,Edati,Niger,4.945282936,219,40
Ganga,2020,Chikun,Kaduna,4.222376823,1416,75
Gangara,2020,Giwa,Kaduna,5.03316021,453,57
Ganua,2020,Tambuwal,Sokoto,3.109933138,1108,97
Garki,2020,Garki,Jigawa,3.825336456,1522,86
Garkida,2020,Gombi,Adamawa,1.649097323,1552,23
Garko,2020,Garko,Kano,4.418366432,1736,28
Garun Gabbas,2020,Malam Madori,Jigawa,3.221490145,1158,28
Garun Kurama,2020,Lere,Kaduna,5.112202168,1592,28
Garunguna,2020,Karasuwa,Yobe,2.407281637,500,72
Gashagar,2020,Mobbar,Borno,0.689944088,1578,85
Gashua,2020,Bade,Yobe,1.96764648,108,88
Gaska,2020,Fune,Yobe,2.160586834,128,13
Gaya,2020,Gaya,Kano,4.388844967,618,11
Gayar,2020,Alkaleri,Bauchi,3.306282043,1491,5
Gbaki,2020,Mokwa,Niger,4.758560658,841,33
Gberia,2020,Kaiama,Kwara,3.307516575,725,21
GBOKO,2020,Gboko,Benue,7.761853695,1529,84
Gbongan,2020,Ayedaade,Osun,6.743488789,1057,73
Geauri,2020,Tsafe,Zamfara,4.616744995,1670,49
Geidam,2020,Geidam,Yobe,1.321995616,425,37
Gereng,2020,Girei,Adamawa,2.798143625,1211,44
Gerkawa,2020,Mikang,Plateau,4.968714714,1766,99
Geza,2020,Dandi,Kebbi,3.093282461,1409,80
Gezawa,2020,Gezawa,Kano,4.300759315,248,87
Gidan Bahagu,2020,Kachia,Kaduna,5.031585693,729,53
Gidan Makera,2020,Illela,Sokoto,2.377768755,1300,17
Gidan Rai,2020,Doma,Nasarawa,7.59859848,644,52
Gimi,2020,Makarfi,Kaduna,5.003839016,418,99
Gindiri,2020,Mangu,Plateau,5.220024586,1132,25
Giro,2020,Suru,Kebbi,3.086087227,1656,85
Giro-Masa,2020,Shanga,Kebbi,2.534518719,1933,38
Gitata,2020,Karu,Nasarawa,6.665654659,1166,8
Golbembal,2020,Gassol,Taraba,4.971626759,756,89
GOMBE,2020,Gombe,Gombe,2.419124603,1835,31
Goniri,2020,Gujba,Yobe,1.61982882,1182,16
Gubber,2020,Tarmuwa,Yobe,2.594457388,315,5
Gubi,2020,Bauchi,Bauchi,3.891265154,1980,11
Gubugbu,2020,Edu,Kwara,4.927042484,1852,91
Gudi,2020,Akwanga,Nasarawa,6.975680828,1115,63
Guga,2020,Bakori,Katsina,4.663155556,400,83
Guidan Kurau,2020,Sabon Birni,Sokoto,2.819885254,881,25
Gujba,2020,Gujba,Yobe,1.445740461,716,61
Gulani,2020,Gulani,Yobe,2.173529625,1080,57
Gulbin Boka,2020,Mariga,Niger,3.794496059,413,55
Gulu,2020,Lapai,Niger,6.993108273,1797,45
Gulumba Gana,2020,Bama,Borno,0.848759234,971,14
Guma,2020,Mashi,Katsina,3.809705019,1985,71
GUMEL,2020,Gumel,Jigawa,3.714412212,1775,32
Gummi,2020,Gummi,Zamfara,2.898816109,903,31
Gumsa,2020,Geidam,Yobe,1.412107587,239,89
Gumsi,2020,Machina,Yobe,2.448875189,385,8
Gurai,2020,Magama,Niger,2.926719427,684,85
Gurin,2020,Fufure,Adamawa,1.881850123,1362,69
Gusau,2020,Gusau,Zamfara,3.967556477,1711,67
Gwadadi,2020,Rabah,Sokoto,3.310818911,1123,96
Gwagwada,2020,Chikun,Kaduna,4.674089909,1897,22
Gwanara,2020,Baruten,Kwara,3.392004967,1266,42
GWARAM,2020,Gwaram,Jigawa,4.083247185,230,22
Gwasero,2020,Baruten,Kwara,2.624334812,594,45
Gwashi,2020,Bukkuyum,Zamfara,3.47484684,886,24
HADEJIA,2020,Hadejia,Jigawa,3.818583012,1189,80
Hamdullahi,2020,Albasu,Kano,4.628639221,705,36
Harbo,2020,Jahun,Jigawa,3.645005941,277,70
Hardo Buba,2020,Biriniwa,Jigawa,3.123693466,957,65
Hong,2020,Hong,Adamawa,1.150422573,132,82
IBADAN,2020,Ibadan North-West,Oyo,6.059751511,1950,48
Ibeto,2020,Magama,Niger,3.14270997,1266,22
Ibi,2020,Ibi,Taraba,6.679729462,935,54
Ibillo,2020,Akoko Edo,Edo,8.460717201,473,44
Iboro,2020,Egbado North,Ogun,6.132195473,1634,42
Ida,2020,Kagarko,Kaduna,5.978216648,1395,81
Idah,2020,Idah,Kogi,8.887495995,265,81
Idanre,2020,Idanre,Ondo,7.913749695,682,87
Idi-lya,2020,Ido,Oyo,6.255763054,1884,37
Idoani,2020,Ose,Ondo,8.129558563,1476,79
Idon,2020,Kauru,Kaduna,5.218925953,1377,28
Ifaki,2020,Ido/Osi,Ekiti,6.732129097,349,40
Ife,2020,Yagba East,Kogi,7.548121452,1786,69
IFE,2020,Ife East,Osun,6.581346035,1856,40
Iferri,2020,Mariga,Niger,3.488945484,1955,72
Ifon,2020,Ose,Ondo,8.582449913,108,83
Igabi,2020,Igabi,Kaduna,5.082172394,799,18
Igana,2020,Iwajowa,Oyo,4.607577801,1845,64
Igangan,2020,Ibarapa North,Oyo,5.133463383,1834,28
Igbaja,2020,Ifelodun,Kwara,5.55925703,349,43
Igbara-Odo,2020,Ekiti South-West,Ekiti,7.104859829,1087,7
Igbekhue,2020,Orhionmwon,Edo,8.100505829,993,69
Igbessa,2020,Ado-Odo/Ota,Ogun,6.388296127,360,15
Igbetti,2020,Olorunsogo,Oyo,4.097133636,296,89
Igbo Ora,2020,Ibarapa Central,Oyo,5.86522007,877,49
Igboho,2020,Orelope,Oyo,3.283165455,1577,6
Igbor,2020,Gwer East,Benue,7.698727131,984,22
Igbotako,2020,Okitipupa,Ondo,7.5180583,1939,77
Ignohemwen,2020,Ovia North-East,Edo,7.235027313,1619,61
Igumale,2020,Ado,Benue,8.95947361,1602,6
IHIALA,2020,Ihiala,Anambra,8.486977577,1509,32
IJEBU-ODE,2020,Ijebu Ode,Ogun,7.424079418,1642,5
Ijero,2020,Ijero,Ekiti,6.093297005,1703,22
Ikang,2020,Akpabuyo,Cross River,4.706319809,1956,69
Ikara,2020,Ikara,Kaduna,4.92561245,736,11
Ikerre,2020,Ikere,Ekiti,7.978377819,562,84
IKIRE,2020,Isokan,Osun,6.281562805,935,47
IKIRUN,2020,Ifelodun,Osun,6.252161026,1120,17
IKOM,2020,Ikom,Cross River,6.853321075,1112,5
IKORODU,2020,Ikorodu,Lagos,6.642313004,598,99
Ikosi,2020,Epe,Lagos,6.545630932,1420,79
Ikot Ubo,2020,Nsit Ubium,Akwa Ibom,4.919315338,1196,69
Ikot-Ekpene,2020,Ikot Ekpene,Akwa Ibom,6.888290405,1531,50
ILA ORANGUN,2020,Ila,Osun,6.180602074,1042,15
Ilaro,2020,Egbado South,Ogun,6.265381336,1292,11
ILESHA,2020,Ilesa East,Osun,6.79639864,1209,52
Ilesha-Ibariba,2020,Baruten,Kwara,2.709132195,862,16
Illo,2020,Bagudo,Kebbi,2.514598131,958,28
ILORIN,2020,Ilorin West,Kwara,4.892509937,1917,78
Ilumawfin,2020,Epe,Lagos,6.991078854,1852,68
Ilu-Omoba,2020,Gbonyin,Ekiti,7.551166058,1339,59
Imorun,2020,Odigbo,Ondo,6.695542812,245,79
Ingawa,2020,Ingawa,Katsina,4.723041058,845,37
Inyanagu,2020,Warri North,Delta,7.329556465,1901,34
Ipetu,2020,Oriade,Osun,7.110684872,680,97
Iporo,2020,Oye,Ekiti,6.447360516,1360,21
Iranyin,2020,Surulere,Oyo,5.624466896,239,30
Irele,2020,Irele,Ondo,7.813742638,1821,89
Iri,2020,Rijau,Niger,3.358218193,873,32
Irrua,2020,Esan Central,Edo,9.206145287,1245,67
ISA,2020,Isa,Sokoto,3.392372131,1007,61
Isampo,2020,Bomadi,Delta,7.427095413,1514,15
Isanlu-Esa,2020,Yagba West,Kogi,5.701691628,449,41
Ise,2020,Ise/Orun,Ekiti,7.844231129,1589,39
ISEYIN,2020,Iseyin,Oyo,5.002772808,500,95
Ishaga,2020,Oshodi-Isolo,Lagos,6.67230463,1831,32
Itapa,2020,Oye,Ekiti,7.124530792,1811,43
Itas,2020,Itas/Gadau,Bauchi,3.655517101,507,92
Itobe,2020,Ofu,Kogi,9.005506516,1708,7
Iwerekun,2020,Ibeju-Lekki,Lagos,6.879726887,1340,57
IWO,2020,Iwo,Osun,5.944674015,1513,68
Iyahe,2020,Yala,Cross River,7.6248703,268,6
Izge Rana,2020,Gwoza,Borno,1.508356094,1005,89
Izom,2020,Gurara,Niger,6.220546246,1394,6
J. Abdullahi,2020,Bali,Taraba,4.609276772,1089,94
Jada,2020,Jada,Adamawa,3.428130865,682,100
Jajibiriri,2020,Yunusari,Yobe,1.564997792,1878,32
Jakusko,2020,Jakusko,Yobe,2.789095879,1936,68
Jalam,2020,Damban,Bauchi,2.428290606,1912,67
JALINGO,2020,Jalingo,Taraba,3.543596268,601,14
JAMAARE,2020,Jama'are,Bauchi,3.530641794,1597,64
Jambako,2020,Maradun,Zamfara,3.594753504,1290,75
Jarang,2020,Mayo Belwa,Adamawa,3.315714598,1740,22
Jarmowo,2020,Giade,Bauchi,2.979971647,965,76
JEBBA,2020,Moro,Kwara,3.936585903,207,7
Jega,2020,Jega,Kebbi,3.144665956,267,49
Jege,2020,Yagba East,Kogi,6.97081995,525,20
Jen,2020,Lau,Taraba,2.768971205,956,16
Jere,2020,Kagarko,Kaduna,5.637182713,1033,38
Jiberu,2020,Girei,Adamawa,2.083694458,222,54
Jibiya,2020,Jibia,Katsina,4.377204895,1874,82
Jilli,2020,Gubio,Borno,2.024067402,1474,32
Jima,2020,Gbako,Niger,5.278673649,397,94
Jimeta,2020,Yola North,Adamawa,2.340707302,1056,38
Jinjere,2020,Kogi,Kogi,8.524163246,1717,80
JOS,2020,Jos North,Plateau,4.643979073,1994,63
KABBA,2020,Kabba/Bunu,Kogi,8.003453255,1845,76
Kabogi,2020,Mashegu,Niger,3.84681344,1523,57
Kachako,2020,Takai,Kano,4.1396842,379,61
Kachia,2020,Kachia,Kaduna,5.545119762,1027,74
Kadagiwa,2020,Wurno,Sokoto,3.203262806,1402,70
Kadaura,2020,Birnin Gwari,Kaduna,4.641976833,1844,75
Kade,2020,Shanga,Kebbi,3.009966373,1786,66
KADUNA,2020,Kaduna North,Kaduna,5.309522152,933,35
KAFANCHAN,2020,Jema'a,Kaduna,6.00985527,1558,9
Kafin,2020,Paikoro,Niger,5.690498829,1343,41
Kagarko,2020,Kagarko,Kaduna,5.523708344,497,8
Kaiama,2020,Kaiama,Kwara,2.875513077,386,32
Kaingwa,2020,Arewa,Kebbi,2.628609657,559,87
Kainyehu,2020,Toto,Nasarawa,8.661993027,1104,48
Kajiji,2020,Shagari,Sokoto,3.016768456,1379,73
Kakangi,2020,Birnin Gwari,Kaduna,3.563489199,1855,95
Kala Kafra,2020,Kala/Balge,Borno,1.044121146,222,65
Kalgo,2020,Kalgo,Kebbi,2.87608695,378,58
Kali,2020,Borgu,Niger,3.410273314,467,36
Kalmai,2020,Billiri,Gombe,2.951140165,1791,36
Kamba,2020,Dandi,Kebbi,2.585810184,1177,100
KANGI,2020,Shanga,Kebbi,3.354146957,1030,34
Kankara,2020,Kankara,Katsina,4.815199852,1005,49
Kankiya,2020,Kankia,Katsina,4.280424118,680,29
Kanya Baba,2020,Babura,Jigawa,4.417203903,416,64
Karagu,2020,Yunusari,Yobe,1.639055967,1015,33
Karama,2020,Gagarawa,Jigawa,3.979327917,860,84
Karauchi,2020,Maru,Zamfara,3.958744049,518,61
Karaye,2020,Karaye,Kano,4.784716606,844,63
Kare,2020,Fika,Yobe,2.476556063,126,43
Kariari,2020,Bursari,Yobe,2.138988018,1908,89
Karim Lamido,2020,Karim-Lamido,Taraba,3.174406052,452,45
Karo,2020,Mokwa,Niger,3.564302921,1983,8
Karshi,2020,Abuja Municipal,Federal Capital Territory,6.915704727,417,64
Karunji,2020,Baruten,Kwara,2.308144331,1569,15
Kataergi,2020,Katcha,Niger,5.385770798,1252,57
Katagum,2020,Zaki,Bauchi,3.118942976,1482,20
Katami,2020,Silame,Sokoto,2.432022095,278,24
Katamma,2020,Jakusko,Yobe,2.395174742,1605,30
KATSINA,2020,Katsina,Katsina,3.645094395,130,17
KATSINA ALA,2020,Katsina Ala,Benue,7.573012352,1384,64
Kaugama,2020,Kaugama,Jigawa,3.306556702,388,7
Kaura Namoda,2020,Kaura Namoda,Zamfara,3.701807499,999,74
Kazaure,2020,Kazaure,Jigawa,4.184352398,1288,40
Keana,2020,Keana,Nasarawa,7.027028084,1427,79
Kebbe,2020,Kebbe,Sokoto,3.63262248,1515,40
KEFFI,2020,Keffi,Nasarawa,6.687057018,494,84
Keffin Hausa,2020,Kafin Hausa,Jigawa,3.709871531,221,92
Kembu,2020,Ngaski,Kebbi,3.147007465,443,73
Kende,2020,Bagudo,Kebbi,3.205143929,1231,13
Kenu,2020,Baruten,Kwara,2.85627985,1439,56
Kerun,2020,Bukkuyum,Zamfara,3.752088785,607,66
Kesangala,2020,Nganzai,Borno,0.938417375,192,52
Kilogbe,2020,Baruten,Kwara,2.762421608,781,48
Kinsha,2020,Gamawa,Bauchi,2.894723892,381,84
Kiri,2020,Shelleng,Adamawa,2.210354567,1520,71
Kirikasama,2020,Kiri Kasama,Jigawa,3.104826212,521,5
KISHI,2020,Irepo,Oyo,3.482963324,865,72
Kiyawa,2020,Kiyawa,Jigawa,4.086871147,1326,51
Kogin Baba,2020,Toungo,Adamawa,4.516332626,680,83
KOKO,2020,Shanga,Kebbi,2.828935146,857,21
Kokori,2020,Ethiope East,Delta,7.357059002,847,78
Kokuwa,2020,Gulani,Yobe,2.219904661,1533,66
Kombo,2020,Balanga,Gombe,2.594181538,868,29
Konduga,2020,Konduga,Borno,1.336562872,352,68
Konkul,2020,Maiha,Adamawa,1.043166637,245,32
Konkwesso,2020,Borgu,Niger,2.37801075,1627,67
KONTAGORA,2020,Kontagora,Niger,3.240107059,522,19
Kotonkoro,2020,Mariga,Niger,3.692448378,811,33
Kubacha,2020,Kagarko,Kaduna,6.249089718,1790,18
Kubli,2020,Borgu,Niger,2.235928535,918,45
Kudan,2020,Kudan,Kaduna,4.218046665,723,11
